# queue.tsv — Phase 0 task queue for run-next-task.sh
# Columns (tab-separated): taskID	mode	model	effort	briefPath
# mode: auto = script may run it | notify = run interactively, script halts | checkpoint = needs Wolf's answer first
# The runner executes the first row not yet marked 'done' in state.tsv.
# It refuses to auto-run any row whose mode != auto.
#
# NOTE: this is a template — recreate it as a real tab-separated file in the repo
# (spaces shown here for readability will NOT work; use actual tabs).
#
T9.14	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T9.14-chat-ui-layout-flip.md
T9.15	checkpoint	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T9.15-governance-guardrails.md
T9.16	human_gate	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T9.16-chat-credentialed-run.md
T9.17	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T9.17-agents-hub.md
T9.18	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T9.18-templates-themes-studio.md
T9.26	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T9.26-agent-roster-assignment.md
T9.19	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T9.19-canvas-document-body-editing.md
T9.20	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T9.20-article-settings-surface.md
T9.21	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T9.21-readiness-tray-token-bridge.md
T9.22	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T9.22-repoint-ai-publisher.md
T9.23	human_gate	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T9.23-parity-signoff.md
T9.24	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T9.24-legacy-deletion.md
T9.25	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T9.25-records-closeout.md
# T9.24 + T9.25 COMPLETE (2026-07-23) — legacy admin pages/functions deleted,
# /admin/blobs reskinned to /admin/maintenance; full record in state-of-play.md.
# T9.26's status is untouched by this note — don't infer it from W9's completion here.
#
# W10-W12 — platformization pipeline (plan: docs/cms-architecture/11-platformization-plan.md, 2026-07-19).
# Ordering: W9 remainder runs first by default (W11 gates on T9.24). W10 is parallel-safe with the W9 tail —
# to start it early, move the T10.* rows above the remaining T9.* rows; reordering this file IS the scheduler.
# T12.1 (spike) may be pulled forward anytime; T12.4+ need a landing zone (OQ-W12-3).
# Model/effort per row = the flexible-allocation mechanism (plan §4): edit a row to reallocate; briefs carry the recommended default.
T10.1	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T10.1-theme-token-axes.md
T10.2	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T10.2-token-axes-apply-validate.md
T10.3	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T10.3-design-vocabulary-survey.md
T10.4	checkpoint	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T10.4-mint-list-checkpoint.md
T10.5	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T10.5-mint-sections-batch-1.md
T10.6	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T10.6-mint-sections-batch-2-variants.md
T10.7	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T10.7-composite-decision-package.md
T10.8	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T10.8-starter-recipe-refresh.md
T10.9	human_gate	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T10.9-w10-credentialed-run.md
T11.0	checkpoint	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T11.0-platform-rulings-checkpoint.md
T11.1	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T11.1-workspace-scaffold.md
T11.2	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T11.2-core-extraction-pure-libs.md
T11.3	notify	claude-fable-5	xhigh	docs/cms-architecture/cms-pipeline/T11.3-core-extraction-server-layer.md
T11.4	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T11.4-core-extraction-renderer-admin.md
T11.5	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T11.5-desite-hardcodes.md
T11.6	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T11.6-seeds-exports-relocation.md
T11.7	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T11.7-provisioning-cli.md
T11.8	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T11.8-fleet-ci.md
T11.9	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T11.9-schema-migration-harness.md
T11.10	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T11.10-per-site-governance-credentials.md
# T11.11 + T11.12 SUPERSEDED by W14 (Wolf's platform-site ruling, 2026-07-26 —
# docs/cms-architecture/decisions/2026-07-26-platform-site-ruling.md): the second
# site IS the platform site (T14.2-T14.4); the W11 close-out folds into T14.10.
#T11.11	human_gate	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T11.11-second-site-acceptance.md
#T11.12	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T11.12-w11-records-closeout.md
#
# W14 — platform site + V1 finish line (ruling: decisions/2026-07-26-platform-site-ruling.md).
# Runs AHEAD of W12/W13 (reordering this file IS the scheduler). Governing directive R8:
# no parked blockers/questions — agents decide, record, and keep moving; only true
# account-authority gates halt.
T14.0	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T14.0-admin-login-fix.md
T14.1	notify	claude-fable-5	xhigh	docs/cms-architecture/cms-pipeline/T14.1-app-shell-extraction.md
T14.2	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T14.2-platform-genesis.md
T14.3	human_gate	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T14.3-platform-provisioning-repo-rename.md
T14.4	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T14.4-fleet-propagation-proof.md
T14.5	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T14.5-instruction-manual.md
T14.6	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T14.6-test-plan-execution.md
T14.7	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T14.7-fix-wave.md
T14.8	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T14.8-agent-connection-hygiene.md
T14.9	human_gate	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T14.9-synthetic-third-site.md
T14.10	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T14.10-v1-closeout.md
T12.1	notify	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T12.1-capture-spike.md
T12.2	notify	claude-fable-5	xhigh	docs/cms-architecture/cms-pipeline/T12.2-decomposition-mapper.md
T12.3	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T12.3-theme-extraction.md
T12.4	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T12.4-emission-pipeline.md
T12.5	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T12.5-fidelity-loop.md
T12.6	human_gate	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T12.6-capture-acceptance-run.md
#
# W13 — object tracking & analytics (plan: docs/cms-architecture/12-object-tracking-and-analytics.md, 2026-07-19).
# W13 may be pulled ahead of W10-W12 freely (reordering this file IS the scheduler). Briefs are written against
# today's single-repo tree — if W11 (core extraction) lands first, whichever wave runs second rebases file paths
# mechanically (12-plan §9). Checkpoints: T13.6 waits on OQ-W13-1, T13.7 on OQ-W13-3 (both tracked in 12-plan §13).
T13.1	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.1-tracking-attribute.md
T13.2	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.2-tracking-config-type.md
T13.3	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.3-tracking-event-ingest.md
T13.4	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.4-own-tracker-loader.md
T13.5	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.5-tracking-scripts-component.md
T13.6	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.6-consent-banner-geo.md
T13.7	auto	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.7-google-ads-adapter-bridge.md
T13.8	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T13.8-native-adapters-csp.md
T13.9	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T13.9-owner-db-reference-kit.md
T13.10	auto	claude-opus-4-8	high	docs/cms-architecture/cms-pipeline/T13.10-tracking-seeds-roundtrip.md
T13.11	human_gate	claude-fable-5	high	docs/cms-architecture/cms-pipeline/T13.11-tracking-production-drive.md
# W13 post-ruling additions (OQ-W13-1…6 all answered 2026-07-19 — T13.6/T13.7 flipped to auto above; reorder freely).
T13.12	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T13.12-admin-governance-toggle.md
T13.13	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T13.13-scores-feedback-design.md
#
# W15 — fleet admin parity + follow-ups (mandate: docs/cms-architecture/15-fleet-admin-parity.md).
# S1 (partial 1/4, PR #500), S2 (PR #502), S3 (PR #505, re-landed clean after #503 hit real conflicts against
# S1+S2), and S4x items 1-8 (PR #504) are all merged and verified in main as of 2026-08-04. The S6 verification
# session (below, historical) flagged S3/S4x as orphaned commits not reachable from main — that was true when
# S6 ran, resolved same day; see docs/cms-architecture/FLEET-STATUS.md for the corrected status. S4x items 9-15
# (save-gated Ask-AI proposal capture for CMS Agent learning) are drafted but not yet scheduled. S4 (Marginalia
# editor, full scope) and S5 (client publishing chat / LibreChat) never ran — deferred for cost, on ice until
# Wolf restarts them; no rows below for those two, nothing to schedule yet. The S6 trigger itself has been
# disabled (2026-08-04) to stop it re-firing and re-litigating an already-resolved state.
# W15.S3 / W15.S4x / W15.LEAK rows below are RESOLVED — left commented for audit trail, do not re-run.
#W15.S3	human_gate	claude-sonnet-5	medium	docs/cms-architecture/FLEET-STATUS.md
#W15.S4x	human_gate	claude-sonnet-5	medium	docs/cms-architecture/FLEET-STATUS.md
#W15.LEAK	notify	claude-sonnet-5	low	docs/cms-architecture/FLEET-STATUS.md
# W15.FOLD row below is RESOLVED — left commented for audit trail, do not re-run. Closed 2026-08-10:
# the three sidecars (state-of-play-ENTRY-2026-08-04-w15-s3.md, state-of-play-2026-08-04-w15-s6.md,
# state-of-play-2026-08-04-w15-s2.md) were folded into the top of state-of-play.md in order
# S3 → S6 → S2 (each sidecar's own commit timestamp as tiebreaker — the sidecars' embedded
# instructions disagreed with each other), inserted below the 2026-08-10 W16 entry and above the
# 2026-08-03 entry, then all three sidecar files were deleted.
#W15.FOLD	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/state-of-play-2026-08-04-w15-s6.md
#
# W16 — genesis scope + fleet parity (mandate: docs/cms-architecture/16-genesis-parity-plan.md, from the
# 2026-08-10 fleet audit). T16.0 first — it is the manifest the rest consume. T16.9 is the only
# credentialed/interactive row; everything else is auto and sized for Sonnet except the two Opus rows.
T16.0	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T16.0-genesis-manifest.md
T16.1	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T16.1-seed-pack-completion.md
T16.2	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T16.2-netlify-toml-parity.md
T16.3	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T16.3-binding-capability-flags.md
T16.4	auto	claude-opus-4-8	medium	docs/cms-architecture/cms-pipeline/T16.4-core-rss-search-routes.md
T16.5	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T16.5-capability-status-probe.md
T16.6	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T16.6-lint-test-defects.md
T16.7	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T16.7-core-package-rename.md
T16.8	auto	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T16.8-genesis-verify-mode.md
T16.9	notify	claude-sonnet-5	medium	docs/cms-architecture/cms-pipeline/T16.9-credentialed-fleet-drive.md
T16.10	auto	claude-sonnet-5	low	docs/cms-architecture/cms-pipeline/T16.10-genesis-entrypoints.md
